Severity level,Food name,Description,Management,Mechanism,References,drug_id
No matching records,,,,,,DDInter1107
No matching records,,,,,,DDInter1108
No matching records,,,,,,DDInter1109
2,food,"Food reduces the oral bioavailability of macimorelin.  According to the product labeling, administration with a liquid meal decreased macimorelin peak plasma concentration (Cmax) and systemic exposure (AUC) by 55% and 49%, respectively, compared to administration under fasting conditions (i.e., for at least 8 hours).",Macimorelin should be administered after fasting for at least 8 hours.,Absorption,,DDInter1110
No matching records,,,,,,DDInter1111
No matching records,,,,,,DDInter1112
No matching records,,,,,,DDInter1113
No matching records,,,,,,DDInter1114
No matching records,,,,,,DDInter1115
No matching records,,,,,,DDInter1116
No matching records,,,,,,DDInter1117
No matching records,,,,,,DDInter1118
No matching records,,,,,,DDInter1119
No matching records,,,,,,DDInter1120
No matching records,,,,,,DDInter1121
No matching records,,,,,,DDInter1122
No matching records,,,,,,DDInter1123
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1124
1,high-fat foods,"Administration with food may reduce the bioavailability of maraviroc.  According to the product labeling, coadministration of a 300 mg dose of maraviroc with a high-fat breakfast reduced maraviroc peak plasma concentration (Cmax) and systemic exposure (AUC) by 33% in healthy volunteers.","No food restrictions were used in the clinical studies that demonstrated the safety and efficacy of maraviroc.  Therefore, maraviroc can be taken with or without food at the recommended dosage.",Others,,DDInter1125
No matching records,,,,,,DDInter1126
No matching records,,,,,,DDInter1127
No matching records,,,,,,DDInter1128
No matching records,,,,,,DDInter1129
No matching records,,,,,,DDInter1130
No matching records,,,,,,DDInter1131
No matching records,,,,,,DDInter1132
No matching records,,,,,,DDInter1133
2,alcohol,"Use of anticholinergic agents with alcohol may result in sufficient impairment of attention so as to render driving and operating machinery more hazardous.  In addition, the potential for abuse may be increased with the combination.  The mechanism of interaction is not established but may involve additive depressant effects on the central nervous system.",Alcohol should generally be avoided during therapy with anticholinergic agents.  Patients should be counseled to avoid activities requiring mental alertness until they know how these agents affect the...More,Synergy,,DDInter1134
2,alcohol,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,Patients should be counseled on this potential interaction and advised to refrain from alcohol consumption while taking aspirin or NSAIDs.,Synergy,,DDInter1135
No matching records,,,,,,DDInter1136
No matching records,,,,,,DDInter1137
2,alcohol,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,Patients should be counseled on this potential interaction and advised to refrain from alcohol consumption while taking aspirin or NSAIDs.,Synergy,,DDInter1139
2,high-fat foods,Food enhances the oral absorption and bioavailability of mefloquine.  The proposed mechanism is increased drug solubility in the presence of food.,"To ensure maximal oral absorption, mefloquine should be administered immediately after a meal with at least 8 ounces of water.",Absorption,,DDInter1140
No matching records,,,,,,DDInter1141
2,coffee,Oral caffeine may significantly increase the bioavailability of melatonin.  The proposed mechanism is inhibition of CYP450 1A2 first-pass metabolism.,Caution and monitoring are recommended if melatonin is used with inhibitors of CYP450 1A2 like caffeine or inducers of CYP450 1A2 like cigarette smoking.  Consumption of alcohol should be avoided when...More,Metabolism,,DDInter1142
2,cigarette,Oral caffeine may significantly increase the bioavailability of melatonin.  The proposed mechanism is inhibition of CYP450 1A2 first-pass metabolism.,Caution and monitoring are recommended if melatonin is used with inhibitors of CYP450 1A2 like caffeine or inducers of CYP450 1A2 like cigarette smoking.  Consumption of alcohol should be avoided when...More,Metabolism,,DDInter1142
2,alcohol,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,Patients should be counseled on this potential interaction and advised to refrain from alcohol consumption while taking aspirin or NSAIDs.,Synergy,,DDInter1143
No matching records,,,,,,DDInter1144
No matching records,,,,,,DDInter1145
No matching records,,,,,,DDInter1146
No matching records,,,,,,DDInter1147
No matching records,,,,,,DDInter1148
2,alcohol,"Use of anticholinergic agents with alcohol may result in sufficient impairment of attention so as to render driving and operating machinery more hazardous.  In addition, the potential for abuse may be increased with the combination.  The mechanism of interaction is not established but may involve additive depressant effects on the central nervous system.",Alcohol should generally be avoided during therapy with anticholinergic agents.  Patients should be counseled to avoid activities requiring mental alertness until they know how these agents affect the...More,Synergy,,DDInter1149
2,alcohol,Ethanol may potentiate the central nervous system (CNS) depressant effects of opioid analgesics.,Concomitant use of opioid analgesics with ethanol should be avoided.,Synergy,,DDInter1150
No matching records,,,,,,DDInter1151
No matching records,,,,,,DDInter1152
No matching records,,,,,,DDInter1153
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of CNS-active agents.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.",Patients receiving CNS-active agents should be warned of this interaction and advised to avoid or limit consumption of alcohol.  Ambulatory patients should be counseled to avoid hazardous activities r...More,Synergy,,DDInter1154
No matching records,,,,,,DDInter1155
2,food,Limited data suggest that food may decrease the oral bioavailability of 6-mercaptopurine (6-MP).,"Until more information is available regarding the effect of food on 6-MP absorption, it may be advisable to take 6-MP on an empty stomach 1 hour before or 2 hours after a meal.",Absorption,,DDInter1156
