Severity level,Disease name,Text,References,drug_id
3,Atrioventricular Block,The use of ophthalmic beta-adrenergic receptor blocking agents (aka beta-blockers) is considered by manufacturers to be contraindicated in patients with sinus bradyarrhythmia or heart block greater th...More,,DDInter1050
3,"Shock, Cardiogenic",The use of ophthalmic beta-adrenergic receptor blocking agents (aka beta-blockers) is considered by manufacturers to be contraindicated in patients with cardiogenic shock.  Topically applied beta-bloc...More,,DDInter1050
3,Heart Failure,The use of ophthalmic beta-adrenergic receptor blocking agents (aka beta-blockers) is considered by manufacturers to be contraindicated in patients with overt congestive heart failure (CHF).  Topicall...More,,DDInter1050
3,Diabetes Mellitus,"Beta-adrenergic receptor blocking agents (aka beta-blockers) may mask symptoms of hypoglycemia such as tremors, tachycardia and blood pressure changes.  In addition, the nonselective beta-blockers (e....More",,DDInter1050
3,Hypersensitivity,"Topically applied beta-adrenergic receptor blocking agents (aka beta-blockers) are systemically absorbed, with the potential for producing clinically significant systemic effects even at low or undete...More",,DDInter1050
3,Hyperthyroidism,"Beta-adrenergic receptor blocking agents (aka beta-blockers) may mask some symptoms of hyperthyroidism such as tachycardia, anxiety, tremor, and heat intolerance.  Abrupt withdrawal of beta-blocker th...More",,DDInter1050
3,Peripheral Vascular Diseases,"Due to their negative inotropic and chronotropic effects on the heart, beta-adrenergic receptor blocking agents (aka beta-blockers) reduce cardiac output and may precipitate or aggravate symptoms of a...More",,DDInter1050
2,Myasthenia Gravis,"Topically applied beta-adrenergic receptor blocking agents (aka beta-blockers) are systemically absorbed, with the potential for producing clinically significant systemic effects even at low or undete...More",,DDInter1050
No matching records,,,,DDInter1051
3,Kidney Diseases,"The use of levocetirizine is contraindicated in patients with end-stage renal disease (CrCl < 10 mL/min), and in patients undergoing hemodialysis.  It is also contraindicated in pediatric patients (ag...More",,DDInter1053
2,Urinary Retention,Urinary retention has been reported postmarketing in patients using levocetirizine.  Caution is advised in patients with predisposing factors of urinary retention such as patients with prostatic hyper...More,,DDInter1053
3,Heart Diseases,Cardiac irregularities occur infrequently in patients on dopamine agonists.  The initial administration and titration is recommended to occur under close cardiac monitoring in a facility equipped for ...More,,DDInter1054
3,Hypotension,"Dopamine agonists may impair the systemic regulation of blood pressure, with resultant orthostatic hypotension, especially during dose escalation.  Therapy with dopamine agonists should be monitored c...More",,DDInter1054
3,Neuroleptic Malignant Syndrome,"The use of dopamine agonists is contraindicated in patients with neuroleptic malignant syndrome (NMS).  NMS is characterized by hyperthermia, muscle rigidity, altered mental status, irregular pulse or...More",,DDInter1054
3,Psychotic Disorders,"The use of dopamine agonists has been associated with psychiatric effects such as hallucinations, psychosis, confusion, anxiety, mania, hypomania, depression, rapid mood cycling, nightmares, and hyper...More",,DDInter1054
3,Psychotic Disorders,"Ordinarily, patients with major psychotic disorder should not be treated with dopaminergic antiparkinson agents, because of the risk of exacerbating psychosis.  Hallucinations and psychotic-like behav...More",,DDInter1054
3,Glaucoma,The use of levodopa is contraindicated in patients with acute closed-angle glaucoma.  Levodopa (with or without carbidopa)  may be used in patients with open-angle glaucoma who are receiving appropria...More,,DDInter1054
3,Liver Diseases,The pharmacokinetics of levodopa have not been studied in patients with hepatic or renal impairment.  Therapy with levodopa should be administered cautiously in patients with liver or disease.  Period...More,,DDInter1054
3,Melanoma,"The use of levodopa is considered by manufacturers to be contraindicated in patients with a history of melanoma or in patients with suspicious, undiagnosed skin lesions.  Levodopa reportedly may activ...More",,DDInter1054
3,Lung Diseases,"Because of the risk of bronchospasm, use of levodopa in patients with asthma, COPD, or other chronic underlying lung disease is not recommended.",,DDInter1054
2,Peptic Ulcer Hemorrhage,"The use of levodopa, especially in combinations with carbidopa, has been associated with an increase in the frequency of gastrointestinal hemorrhage.  Therapy with levodopa should be administered caut...More",,DDInter1054
3,Colitis,"Clostridioides difficile-associated diarrhea (CDAD), formerly pseudomembranous colitis, has been reported with almost all antibacterial drugs and may range from mild diarrhea to fatal colitis.  The mo...More",,DDInter1055
3,Central Nervous System Diseases,"Quinolones may cause CNS stimulation manifested as tremors, agitation, restlessness, anxiety, confusion, hallucinations, paranoia, insomnia, toxic psychosis, and/or seizures.  Benign intracranial hype...More",,DDInter1055
3,Myasthenia Gravis,"Fluoroquinolones have neuromuscular blocking activity and may exacerbate muscle weakness in persons with myasthenia gravis.  Postmarketing serious adverse events, including deaths and requirement for ...More",,DDInter1055
3,Peripheral Nervous System Diseases,The use of quinolones has been associated with an increased risk of peripheral neuropathy.  Monitor closely and discontinue their use in patients experiencing symptoms of peripheral neuropathy.  It is...More,,DDInter1055
3,Long QT Syndrome,Quinolones have been reported to prolong the QT interval of the electrocardiogram in some patients.  QT prolongation may potentiate the risk of ventricular arrhythmias including ventricular tachycardi...More,,DDInter1055
3,Tendinopathy,"Tendonitis and ruptures of the shoulder, hand, and Achilles tendons have been reported in patients receiving quinolones, both during and after treatment.  Avoid the use of these agents in patients who...More",,DDInter1055
2,Crystalluria,"Crystalluria has been reported rarely during quinolone therapy.  Although it is not expected to occur under normal circumstances with usual recommended dosages, patients who are dehydrated (e.g., due ...More",,DDInter1055
2,Diabetes Mellitus,The use of certain quinolones has been associated with disturbances in blood glucose homeostasis possibly stemming from effects on pancreatic beta cell ATP-sensitive potassium channels that regulate i...More,,DDInter1055
2,Diseases requiring hemodialysis,"The following quinolones are known to be partially removed by hemodialysis and should be administered after dialysis: ciprofloxacin, enoxacin, gatifloxacin, levofloxacin, lomefloxacin, and ofloxacin.",,DDInter1055
2,Kidney Diseases,"Quinolones (except trovafloxacin, moxifloxacin, and nalidixic acid) and their metabolites are eliminated by the kidney.  Patients with renal impairment may be at greater risk for adverse effects from ...More",,DDInter1055
2,Seizures,"Levoleucovorin is the levo isomeric form of racemic d,l-leucovorin, present as the calcium salt.  Seizures and/or syncope have been reported rarely in cancer patients receiving d,l-leucovorin, usually...More",,DDInter1056
2,Bipolar Disorder,L-methylfolate should be used with caution in patients with a history of bipolar disorder.  Patients with depressive symptoms should be adequately screened to determine if they are at risk for bipolar...More,,DDInter1057
No matching records,,,,DDInter1058
3,Depressive Disorder,Adult and pediatric patients with depression and other psychiatric disorders may experience worsening of their symptoms and may have the emergence of suicidal thoughts and behavior.  Patients should b...More,,DDInter1059
3,Kidney Diseases,The clearance of SNRI antidepressants is decreased in subjects with renal impairment.  SNRIs should be used with caution in this group of patients and a dose adjustment is recommended in those with mo...More,,DDInter1059
2,Glaucoma,SNRI antidepressants cause pupillary dilation that may trigger an angle closure attack in patients with anatomically narrow angle without iridectomy.,,DDInter1059
2,Hypertension,Selective serotonin and norepinephrine reuptake inhibitor antidepressants (SNRIs) have been associated with sustained increases in blood pressure.  Therapy with SNRI antidepressants should be administ...More,,DDInter1059
2,Hyponatremia,"Treatment with SNRI antidepressants can cause hyponatremia.  Caution should be used when treating patients with hyponatremia or at greater risk of hyponatremia such as the elderly, patients taking diu...More",,DDInter1059
2,Mania,"Therapy with SNRI antidepressants can cause activation of mania and hypomania and should be used with caution in patients with personal or family history of mania, hypomania, bipolar disorder, and oth...More",,DDInter1059
2,Seizures,SNRI antidepressants may trigger seizures and should be administered with caution in patients with a seizure disorder.,,DDInter1059
